,rule,type,coef,support,importance,category
913,slope_zcd_M1_SME_RY_SAA_RAT > -0.05399,ZCD,-0.8772055840862036,0.9555555555555556,0.1807748873096428,일식당
914,slope_zcd_MCT_UE_CLN_REU_RAT <= 0.02868,ZCD,-0.3822494331811578,0.8814814814814815,0.12355108214980534,일식당
915,slope_zcd_M12_FME_40_RAT <= 0.04325,ZCD,-0.00220691003837261,0.9703703703703703,0.00037421096173449986,일식당
916,slope_zcd_MCT_UE_CLN_NEW_RAT <= 0.0455,ZCD,-0.6451459323245238,0.9851851851851852,0.07794082764243537,일식당
917,slope_zcd_M12_SME_BZN_SAA_PCE_RT <= 0.07841,ZCD,-2.677704546058867,0.9333333333333333,0.6679368662906214,일식당
918,slope_zcd_M12_FME_1020_RAT > -0.02051,ZCD,-0.7784182737211447,0.8518518518518519,0.2765305848470026,일식당
919,slope_zcd_RC_M1_SHC_FLP_UE_CLN_RAT > 0.00308,ZCD,-1.169964084438827,0.8740740740740741,0.3881541428365767,일식당
920,mean_zcd_MCT_UE_CLN_REU_RAT > -0.24919,ZCD,-2.1163848231416353,0.8222222222222222,0.8091480283954148,일식당
921,slope_zcd_M12_SME_BZN_SAA_PCE_RT <= 0.07268,ZCD,-2.765958725264924,0.9259259259259259,0.7243808041173803,일식당
922,mean_zcd_MCT_UE_CLN_REU_RAT > -0.25116,ZCD,-1.6851224106858487,0.8222222222222222,0.6442653818445626,일식당
923,slope_zcd_MCT_UE_CLN_REU_RAT <= 0.0365,ZCD,-0.08437984038119303,0.9333333333333333,0.021048030203806467,일식당
924,mean_zcd_M12_MAL_50_RAT > -0.42595,ZCD,0.10479457662600741,0.9629629629629629,0.019790725597581722,일식당
925,slope_zcd_M12_MAL_1020_RAT <= 0.08208,ZCD,-0.04119656274121477,0.9851851851851852,0.0049770044809933625,일식당
926,mean_zcd_M12_MAL_1020_RAT > -0.55889,ZCD,-0.4685461724171494,0.9629629629629629,0.08848615096941688,일식당
927,slope_zcd_RC_M1_SHC_RSD_UE_CLN_RAT > -0.00877,ZCD,-1.022104037473107,0.9037037037037037,0.3015177799771907,일식당
928,slope_zcd_M12_FME_30_RAT <= 0.07516,ZCD,-1.51496555573086,0.9851851851851852,0.18302474424352316,일식당
929,slope_zcd_RC_M1_TO_UE_CT > -0.11565,ZCD,-0.06917980811735866,0.9851851851851852,0.008357692780273988,일식당
930,slope_zcd_M1_SME_RY_SAA_RAT <= 0.11519,ZCD,-0.06965465614401078,0.9777777777777777,0.010267482636929217,일식당
931,slope_zcd_RC_M1_UE_CUS_CN > -0.09662,ZCD,-0.06588652970698744,0.9777777777777777,0.009712039901185876,일식당
932,mean_zcd_M12_MAL_30_RAT > -0.47681,ZCD,-0.13966533698867212,0.9629629629629629,0.02637615846954636,일식당
933,slope_zcd_M1_SME_RY_SAA_RAT > -0.05471,ZCD,-0.014642549811981617,0.9555555555555556,0.0030175426835024398,일식당
934,slope_zcd_M12_FME_1020_RAT <= 0.09502,ZCD,-0.02938521257123806,0.9851851851851852,0.0035500615806395744,일식당
935,slope_zcd_M12_MAL_30_RAT <= 0.04698,ZCD,-0.060801485003352564,0.9777777777777777,0.008962476109001838,일식당
936,slope_zcd_M12_MAL_30_RAT <= 0.07501,ZCD,0.1410368749280448,0.9851851851851852,0.01703882828554354,일식당
937,slope_zcd_MCT_UE_CLN_REU_RAT <= 0.0432,ZCD,-0.13837145373564852,0.9703703703703703,0.02346272112532547,일식당
938,slope_zcd_MCT_UE_CLN_REU_RAT <= 0.04351,ZCD,-0.10520354829333997,0.9703703703703703,0.01783866143169257,일식당
939,mean_zcd_MCT_UE_CLN_NEW_RAT > -0.28046,ZCD,-0.5442149919577217,0.9407407407407408,0.1284942183860156,일식당
940,slope_zcd_RC_M1_SHC_WP_UE_CLN_RAT > -0.00878,ZCD,-0.712335014289965,0.9037037037037037,0.210136800398249,일식당
941,slope_zcd_RC_M1_SHC_FLP_UE_CLN_RAT > -0.00879,ZCD,-1.2554481914297453,0.9037037037037037,0.37035364080169375,일식당
942,slope_zcd_RC_M1_SAA > -0.08283,ZCD,-0.013287763896893503,0.9851851851851852,0.0016053101534866231,일식당
943,slope_zcd_RC_M1_SHC_FLP_UE_CLN_RAT <= 0.0896,ZCD,-0.017031578344931304,0.9851851851851852,0.002057604715072719,일식당
944,slope_zcd_RC_M1_SAA > -0.08146,ZCD,0.17213432479941565,0.9851851851851852,0.020795747238455082,일식당
945,mean_zcd_M12_FME_30_RAT <= 0.47321,ZCD,-0.3046898832117002,0.9703703703703703,0.051664223844620605,일식당
946,slope_zcd_RC_M1_SAA <= 0.06438,ZCD,-0.5942622317584882,0.9481481481481482,0.13176448409718014,일식당
947,slope_zcd_RC_M1_UE_CUS_CN <= 0.06001,ZCD,-0.45510931364435847,0.9629629629629629,0.0859485655959409,일식당
948,slope_zcd_RC_M1_UE_CUS_CN > -0.10628,ZCD,0.046149340024044326,0.9925925925925926,0.0039571646910351605,일식당
949,slope_zcd_M1_SME_RY_CNT_RAT <= 0.14445,ZCD,0.05562750216924519,0.9777777777777777,0.008199802343114113,일식당
950,slope_zcd_M12_FME_50_RAT <= 0.04107,ZCD,0.039331676245085864,0.9703703703703703,0.006669209047214705,일식당
951,slope_zcd_M12_FME_1020_RAT <= 0.04031,ZCD,0.07809785393996928,0.9629629629629629,0.014748980785541583,일식당
952,slope_zcd_MCT_UE_CLN_NEW_RAT <= 0.01761,ZCD,0.056369798064971895,0.9629629629629629,0.010645581492984321,일식당
953,slope_zcd_M1_SME_RY_SAA_RAT <= 0.13293,ZCD,-0.19315640068492324,0.9925925925925926,0.016562570304138307,일식당
954,slope_zcd_M12_FME_30_RAT <= 0.09442,ZCD,-0.174143667942199,0.9925925925925926,0.014932286650018932,일식당
955,slope_zcd_M12_SME_BZN_SAA_PCE_RT > 0.02692,ZCD,0.47789723510530446,0.17037037037037037,0.17966921848889156,일식당
956,slope_zcd_M12_SME_BZN_SAA_PCE_RT > 0.07841,ZCD,3.673349007338868,0.06666666666666667,0.9162942298338801,일식당
957,slope_zcd_M12_SME_BZN_SAA_PCE_RT > 0.07268,ZCD,4.613344738810052,0.07407407407407407,1.2081953143569888,일식당
958,slope_zcd_RC_M1_SHC_RSD_UE_CLN_RAT <= -0.0067,ZCD,1.899337528380502,0.1037037037037037,0.5790620238774854,일식당
959,mean_zcd_MCT_UE_CLN_REU_RAT <= -0.24919,ZCD,0.1961414836754532,0.17777777777777778,0.07498990404162578,일식당
960,slope_zcd_M12_FME_1020_RAT <= -0.02025,ZCD,0.11604495269059345,0.14814814814814814,0.04122459572110231,일식당
961,mean_zcd_MCT_UE_CLN_REU_RAT <= -0.25116,ZCD,0.6193676841562256,0.17777777777777778,0.23680010128919007,일식당
962,slope_zcd_M1_SME_RY_SAA_RAT <= -0.05399,ZCD,2.8663068064061155,0.044444444444444446,0.5906896847478439,일식당
963,slope_zcd_RC_M1_SHC_FLP_UE_CLN_RAT <= 0.00308,ZCD,1.6043288959383,0.1259259259259259,0.5322615588918467,일식당
